county,state
Fayette,Kentucky
Harrison,Kentucky
Jefferson,Kentucky
Montgomery,Kentucky
Caddo,Louisiana
Jefferson,Louisiana
Orleans,Louisiana
Androscoggin,Maine
Baltimore,Maryland
Harford,Maryland
Montgomery,Maryland
Prince George's,Maryland
Berkshire,Massachusetts
Essex,Massachusetts
Middlesex,Massachusetts
Norfolk,Massachusetts
Suffolk,Massachusetts
Worcester,Massachusetts
Ingham,Michigan
Kent,Michigan
Montcalm,Michigan
Oakland,Michigan
St. Clair,Michigan
Washtenaw,Michigan
Wayne,Michigan
Anoka,Minnesota
Carver,Minnesota
Dakota,Minnesota
Hennepin,Minnesota
Olmsted,Minnesota
Ramsey,Minnesota
Stearns,Minnesota
Forrest,Mississippi
Greene,Missouri
St. Louis,Missouri
Cass,Nebraska
Douglas,Nebraska
Carson City,Nevada
Clark,Nevada
Washoe,Nevada
Grafton,New Hampshire
Rockingham,New Hampshire
Bergen,New Jersey
Burlington,New Jersey
Camden,New Jersey
Essex,New Jersey
Hudson,New Jersey
Middlesex,New Jersey
Monmouth,New Jersey
Morris,New Jersey
Passaic,New Jersey
Union,New Jersey
Unknown,New Jersey
Bernalillo,New Mexico
Santa Fe,New Mexico
Socorro,New Mexico
Albany,New York
Delaware,New York
Dutchess,New York
Herkimer,New York
Monroe,New York
Nassau,New York
New York City,New York
Orange,New York
Rockland,New York
Saratoga,New York
Suffolk,New York
Ulster,New York
Westchester,New York
Cabarrus,North Carolina
Chatham,North Carolina
Forsyth,North Carolina
Johnston,North Carolina
Mecklenburg,North Carolina
Onslow,North Carolina
Wake,North Carolina
Ward,North Dakota
Cuyahoga,Ohio
Stark,Ohio
Trumbull,Ohio
Tulsa,Oklahoma
Clackamas,Oregon
Deschutes,Oregon
Douglas,Oregon
Jackson,Oregon
Klamath,Oregon
Linn,Oregon
Marion,Oregon
Multnomah,Oregon
Polk,Oregon
Umatilla,Oregon
Washington,Oregon
Bucks,Pennsylvania
Delaware,Pennsylvania
Monroe,Pennsylvania
Montgomery,Pennsylvania
Northampton,Pennsylvania
Philadelphia,Pennsylvania
Pike,Pennsylvania
Wayne,Pennsylvania
Unknown,Rhode Island
Charleston,South Carolina
Kershaw,South Carolina
Lancaster,South Carolina
Spartanburg,South Carolina
Beadle,South Dakota
Bon Homme,South Dakota
Charles Mix,South Dakota
Davison,South Dakota
Minnehaha,South Dakota
Davidson,Tennessee
Knox,Tennessee
Shelby,Tennessee
Sullivan,Tennessee
Williamson,Tennessee
Bexar,Texas
Collin,Texas
Dallas,Texas
Fort Bend,Texas
Gregg,Texas
Harris,Texas
Montgomery,Texas
Tarrant,Texas
Davis,Utah
Salt Lake,Utah
Washington,Utah
Weber,Utah
Bennington,Vermont
Chittenden,Vermont
Alexandria city,Virginia
Arlington,Virginia
Fairfax,Virginia
Hanover,Virginia
James City,Virginia
Loudoun,Virginia
Prince Edward,Virginia
Prince William,Virginia
Virginia Beach city,Virginia
Chelan,Washington
Clark,Washington
Columbia,Washington
Grays Harbor,Washington
Island,Washington
Jefferson,Washington
King,Washington
Kitsap,Washington
Kittitas,Washington
Pierce,Washington
Skagit,Washington
Snohomish,Washington
Spokane,Washington
Thurston,Washington
Walla Walla,Washington
Whatcom,Washington
Yakima,Washington
Dane,Wisconsin
Fond du Lac,Wisconsin
Pierce,Wisconsin
Waukesha,Wisconsin
Sheridan,Wyoming
Elmore,Alabama
Jefferson,Alabama
Limestone,Alabama
Montgomery,Alabama
Tuscaloosa,Alabama
Anchorage,Alaska
Maricopa,Arizona
Pima,Arizona
Pinal,Arizona
Jefferson,Arkansas
Pulaski,Arkansas
Alameda,California
Contra Costa,California
Fresno,California
Humboldt,California
Los Angeles,California
Madera,California
Marin,California
Napa,California
Orange,California
Placer,California
Riverside,California
Sacramento,California
San Benito,California
San Diego,California
San Francisco,California
San Joaquin,California
San Mateo,California
Santa Clara,California
Santa Cruz,California
Shasta,California
Solano,California
Sonoma,California
Stanislaus,California
Tulare,California
Ventura,California
Yolo,California
Adams,Colorado
Arapahoe,Colorado
Clear Creek,Colorado
Denver,Colorado
Douglas,Colorado
Eagle,Colorado
El Paso,Colorado
Gunnison,Colorado
Jefferson,Colorado
Larimer,Colorado
Pitkin,Colorado
Pueblo,Colorado
Routt,Colorado
Summit,Colorado
Weld,Colorado
Fairfield,Connecticut
Litchfield,Connecticut
New Castle,Delaware
District of Columbia,District of Columbia
Alachua,Florida
Broward,Florida
Charlotte,Florida
Clay,Florida
Collier,Florida
Duval,Florida
Hillsborough,Florida
Lee,Florida
Manatee,Florida
Miami-Dade,Florida
Nassau,Florida
Okaloosa,Florida
Orange,Florida
Osceola,Florida
Palm Beach,Florida
Pasco,Florida
Pinellas,Florida
Santa Rosa,Florida
Sarasota,Florida
Seminole,Florida
St. Johns,Florida
Volusia,Florida
Bartow,Georgia
Charlton,Georgia
Cherokee,Georgia
Cobb,Georgia
DeKalb,Georgia
Fayette,Georgia
Floyd,Georgia
Fulton,Georgia
Gordon,Georgia
Gwinnett,Georgia
Henry,Georgia
Lee,Georgia
Lowndes,Georgia
Polk,Georgia
Honolulu,Hawaii
Ada,Idaho
Cook,Illinois
Kane,Illinois
Lake,Illinois
McHenry,Illinois
Adams,Indiana
Boone,Indiana
Hendricks,Indiana
Howard,Indiana
Johnson,Indiana
Marion,Indiana
Noble,Indiana
St. Joseph,Indiana
Carroll,Iowa
Harrison,Iowa
Johnson,Iowa
Pottawattamie,Iowa
Butler,Kansas
Johnson,Kansas
Wyandotte,Kansas
Fayette,Kentucky
Harrison,Kentucky
Jefferson,Kentucky
Montgomery,Kentucky
Caddo,Louisiana
Jefferson,Louisiana
Orleans,Louisiana
St. Charles,Louisiana
St. Tammany,Louisiana
Terrebonne,Louisiana
Androscoggin,Maine
Cumberland,Maine
Anne Arundel,Maryland
Baltimore,Maryland
Charles,Maryland
Harford,Maryland
Montgomery,Maryland
Prince George's,Maryland
Berkshire,Massachusetts
Essex,Massachusetts
Middlesex,Massachusetts
Norfolk,Massachusetts
Suffolk,Massachusetts
Worcester,Massachusetts
Bay,Michigan
Charlevoix,Michigan
Ingham,Michigan
Kent,Michigan
Leelanau,Michigan
Macomb,Michigan
Montcalm,Michigan
Oakland,Michigan
St. Clair,Michigan
Washtenaw,Michigan
Wayne,Michigan
Anoka,Minnesota
Carver,Minnesota
Dakota,Minnesota
Hennepin,Minnesota
Olmsted,Minnesota
Ramsey,Minnesota
Stearns,Minnesota
Wright,Minnesota
Copiah,Mississippi
Forrest,Mississippi
Leflore,Mississippi
Pearl River,Mississippi
Greene,Missouri
Henry,Missouri
St. Louis,Missouri
Gallatin,Montana
Lewis and Clark,Montana
Silver Bow,Montana
Yellowstone,Montana
Cass,Nebraska
Douglas,Nebraska
Carson City,Nevada
Clark,Nevada
Washoe,Nevada
Grafton,New Hampshire
Rockingham,New Hampshire
Bergen,New Jersey
Burlington,New Jersey
Camden,New Jersey
Essex,New Jersey
Hudson,New Jersey
Middlesex,New Jersey
Monmouth,New Jersey
Morris,New Jersey
Ocean,New Jersey
Passaic,New Jersey
Union,New Jersey
Unknown,New Jersey
Bernalillo,New Mexico
Santa Fe,New Mexico
Socorro,New Mexico
Albany,New York
Delaware,New York
Dutchess,New York
Herkimer,New York
Monroe,New York
Nassau,New York
New York City,New York
Orange,New York
Rockland,New York
Saratoga,New York
Schenectady,New York
Suffolk,New York
Ulster,New York
Westchester,New York
Cabarrus,North Carolina
Chatham,North Carolina
Forsyth,North Carolina
Johnston,North Carolina
Mecklenburg,North Carolina
Onslow,North Carolina
Wake,North Carolina
Wayne,North Carolina
Ward,North Dakota
Cuyahoga,Ohio
Stark,Ohio
Trumbull,Ohio
Oklahoma,Oklahoma
Tulsa,Oklahoma
Clackamas,Oregon
Deschutes,Oregon
Douglas,Oregon
Jackson,Oregon
Klamath,Oregon
Linn,Oregon
Marion,Oregon
Multnomah,Oregon
Polk,Oregon
Umatilla,Oregon
Washington,Oregon
Bucks,Pennsylvania
Chester,Pennsylvania
Cumberland,Pennsylvania
Delaware,Pennsylvania
Monroe,Pennsylvania
Montgomery,Pennsylvania
Northampton,Pennsylvania
Philadelphia,Pennsylvania
Pike,Pennsylvania
Washington,Pennsylvania
Wayne,Pennsylvania
Unknown,Puerto Rico
Unknown,Rhode Island
Charleston,South Carolina
Kershaw,South Carolina
Lancaster,South Carolina
Spartanburg,South Carolina
Beadle,South Dakota
Bon Homme,South Dakota
Charles Mix,South Dakota
Davison,South Dakota
McCook,South Dakota
Minnehaha,South Dakota
Davidson,Tennessee
Hamilton,Tennessee
Jefferson,Tennessee
Knox,Tennessee
Rutherford,Tennessee
Shelby,Tennessee
Sullivan,Tennessee
Williamson,Tennessee
Bell,Texas
Bexar,Texas
Collin,Texas
Dallas,Texas
El Paso,Texas
Fort Bend,Texas
Galveston,Texas
Gregg,Texas
Harris,Texas
Montgomery,Texas
Smith,Texas
Tarrant,Texas
Travis,Texas
Davis,Utah
Salt Lake,Utah
Washington,Utah
Weber,Utah
Bennington,Vermont
Chittenden,Vermont
Alexandria city,Virginia
Arlington,Virginia
Fairfax,Virginia
Hanover,Virginia
Harrisonburg city,Virginia
James City,Virginia
Loudoun,Virginia
Prince Edward,Virginia
Prince William,Virginia
Virginia Beach city,Virginia
Chelan,Washington
Clark,Washington
Columbia,Washington
Grant,Washington
Grays Harbor,Washington
Island,Washington
Jefferson,Washington
King,Washington
Kitsap,Washington
Kittitas,Washington
Pierce,Washington
Skagit,Washington
Snohomish,Washington
Spokane,Washington
Thurston,Washington
Walla Walla,Washington
Whatcom,Washington
Yakima,Washington
Dane,Wisconsin
Fond du Lac,Wisconsin
Milwaukee,Wisconsin
Pierce,Wisconsin
Racine,Wisconsin
Sheboygan,Wisconsin
Waukesha,Wisconsin
Fremont,Wyoming
Sheridan,Wyoming
Baldwin,Alabama
Elmore,Alabama
Jefferson,Alabama
Limestone,Alabama
Montgomery,Alabama
Tuscaloosa,Alabama
Anchorage,Alaska
Graham,Arizona
Maricopa,Arizona
Pima,Arizona
Pinal,Arizona
Jefferson,Arkansas
Pulaski,Arkansas
Alameda,California
Contra Costa,California
Fresno,California
Humboldt,California
Los Angeles,California
Madera,California
Marin,California
Napa,California
Orange,California
Placer,California
Riverside,California
Sacramento,California
San Benito,California
San Diego,California
San Francisco,California
San Joaquin,California
San Luis Obispo,California
San Mateo,California
Santa Clara,California
Santa Cruz,California
Shasta,California
Solano,California
Sonoma,California
Stanislaus,California
Tulare,California
Ventura,California
Yolo,California
Adams,Colorado
Arapahoe,Colorado
Boulder,Colorado
Clear Creek,Colorado
Denver,Colorado
Douglas,Colorado
Eagle,Colorado
El Paso,Colorado
Gunnison,Colorado
Jefferson,Colorado
Larimer,Colorado
Mesa,Colorado
Pitkin,Colorado
Pueblo,Colorado
Routt,Colorado
Summit,Colorado
Weld,Colorado
Fairfield,Connecticut
Hartford,Connecticut
Litchfield,Connecticut
New Haven,Connecticut
New Castle,Delaware
District of Columbia,District of Columbia
Alachua,Florida
Broward,Florida
Charlotte,Florida
Clay,Florida
Collier,Florida
Duval,Florida
Hillsborough,Florida
Lee,Florida
Manatee,Florida
Miami-Dade,Florida
Nassau,Florida
Okaloosa,Florida
Orange,Florida
Osceola,Florida
Palm Beach,Florida
Pasco,Florida
Pinellas,Florida
Santa Rosa,Florida
Sarasota,Florida
Seminole,Florida
St. Johns,Florida
Volusia,Florida
Bartow,Georgia
Charlton,Georgia
Cherokee,Georgia
Cobb,Georgia
Coweta,Georgia
DeKalb,Georgia
Fayette,Georgia
Floyd,Georgia
Fulton,Georgia
Gordon,Georgia
Gwinnett,Georgia
Henry,Georgia
Lee,Georgia
Lowndes,Georgia
Polk,Georgia
Honolulu,Hawaii
Kauai,Hawaii
Ada,Idaho
Blaine,Idaho
Teton,Idaho
Cook,Illinois
Cumberland,Illinois
DuPage,Illinois
Kane,Illinois
Lake,Illinois
McHenry,Illinois
Sangamon,Illinois
St. Clair,Illinois
Woodford,Illinois
Adams,Indiana
Boone,Indiana
Hendricks,Indiana
Howard,Indiana
Johnson,Indiana
LaPorte,Indiana
Marion,Indiana
Noble,Indiana
St. Joseph,Indiana
Wells,Indiana
Carroll,Iowa
Dallas,Iowa
Harrison,Iowa
Johnson,Iowa
Pottawattamie,Iowa
Butler,Kansas
Franklin,Kansas
Johnson,Kansas
Wyandotte,Kansas
Bourbon,Kentucky
Fayette,Kentucky
Harrison,Kentucky
Jefferson,Kentucky
Montgomery,Kentucky
Nelson,Kentucky
Bossier,Louisiana
Caddo,Louisiana
Jefferson,Louisiana
Lafourche,Louisiana
Orleans,Louisiana
St. Charles,Louisiana
St. John the Baptist,Louisiana
St. Tammany,Louisiana
Terrebonne,Louisiana
Androscoggin,Maine
Cumberland,Maine
Anne Arundel,Maryland
Baltimore,Maryland
Carroll,Maryland
Charles,Maryland
Harford,Maryland
Montgomery,Maryland
Prince George's,Maryland
Barnstable,Massachusetts
Berkshire,Massachusetts
Bristol,Massachusetts
Essex,Massachusetts
Middlesex,Massachusetts
Norfolk,Massachusetts
Suffolk,Massachusetts
Worcester,Massachusetts
Bay,Michigan
Charlevoix,Michigan
Ingham,Michigan
Kent,Michigan
Leelanau,Michigan
Macomb,Michigan
Monroe,Michigan
Montcalm,Michigan
Oakland,Michigan
St. Clair,Michigan
Washtenaw,Michigan
Wayne,Michigan
Anoka,Minnesota
Carver,Minnesota
Dakota,Minnesota
Hennepin,Minnesota
Olmsted,Minnesota
Ramsey,Minnesota
Renville,Minnesota
Stearns,Minnesota
Wright,Minnesota
Copiah,Mississippi
Forrest,Mississippi
Leflore,Mississippi
Pearl River,Mississippi
Greene,Missouri
Henry,Missouri
St. Louis,Missouri
Gallatin,Montana
Lewis and Clark,Montana
Missoula,Montana
Silver Bow,Montana
Yellowstone,Montana
Cass,Nebraska
Douglas,Nebraska
Carson City,Nevada
Clark,Nevada
Washoe,Nevada
Grafton,New Hampshire
Rockingham,New Hampshire
Bergen,New Jersey
Burlington,New Jersey
Camden,New Jersey
Essex,New Jersey
Hudson,New Jersey
Mercer,New Jersey
Middlesex,New Jersey
Monmouth,New Jersey
Morris,New Jersey
Ocean,New Jersey
Passaic,New Jersey
Union,New Jersey
Unknown,New Jersey
Bernalillo,New Mexico
Sandoval,New Mexico
Santa Fe,New Mexico
Socorro,New Mexico
Albany,New York
Broome,New York
Delaware,New York
Dutchess,New York
Herkimer,New York
Monroe,New York
Nassau,New York
New York City,New York
Orange,New York
Rockland,New York
Saratoga,New York
Schenectady,New York
Suffolk,New York
Tioga,New York
Tompkins,New York
Ulster,New York
Westchester,New York
Brunswick,North Carolina
Cabarrus,North Carolina
Chatham,North Carolina
Craven,North Carolina
Forsyth,North Carolina
Harnett,North Carolina
Johnston,North Carolina
Mecklenburg,North Carolina
Onslow,North Carolina
Wake,North Carolina
Wayne,North Carolina
Ward,North Dakota
Belmont,Ohio
Butler,Ohio
Cuyahoga,Ohio
Franklin,Ohio
Lorain,Ohio
Stark,Ohio
Summit,Ohio
Trumbull,Ohio
Tuscarawas,Ohio
Jackson,Oklahoma
Oklahoma,Oklahoma
Tulsa,Oklahoma
Clackamas,Oregon
Deschutes,Oregon
Douglas,Oregon
Jackson,Oregon
Klamath,Oregon
Linn,Oregon
Marion,Oregon
Multnomah,Oregon
Polk,Oregon
Umatilla,Oregon
Washington,Oregon
Allegheny,Pennsylvania
Bucks,Pennsylvania
Chester,Pennsylvania
Cumberland,Pennsylvania
Delaware,Pennsylvania
Monroe,Pennsylvania
Montgomery,Pennsylvania
Northampton,Pennsylvania
Philadelphia,Pennsylvania
Pike,Pennsylvania
Washington,Pennsylvania
Wayne,Pennsylvania
Unknown,Puerto Rico
Unknown,Rhode Island
Beaufort,South Carolina
Charleston,South Carolina
Kershaw,South Carolina
Lancaster,South Carolina
Lexington,South Carolina
Spartanburg,South Carolina
Beadle,South Dakota
Bon Homme,South Dakota
Charles Mix,South Dakota
Davison,South Dakota
McCook,South Dakota
Minnehaha,South Dakota
Campbell,Tennessee
Davidson,Tennessee
Hamilton,Tennessee
Jefferson,Tennessee
Knox,Tennessee
Rutherford,Tennessee
Shelby,Tennessee
Sullivan,Tennessee
Williamson,Tennessee
Bell,Texas
Bexar,Texas
Brazoria,Texas
Collin,Texas
Dallas,Texas
El Paso,Texas
Fort Bend,Texas
Galveston,Texas
Gregg,Texas
Harris,Texas
Hays,Texas
Montgomery,Texas
Smith,Texas
Tarrant,Texas
Travis,Texas
Davis,Utah
Salt Lake,Utah
Summit,Utah
Washington,Utah
Weber,Utah
Bennington,Vermont
Chittenden,Vermont
Washington,Vermont
Windsor,Vermont
Unknown,Virgin Islands
Alexandria city,Virginia
Arlington,Virginia
Chesterfield,Virginia
Fairfax,Virginia
Hanover,Virginia
Harrisonburg city,Virginia
James City,Virginia
Loudoun,Virginia
Prince Edward,Virginia
Prince William,Virginia
Spotsylvania,Virginia
Virginia Beach city,Virginia
Chelan,Washington
Clark,Washington
Columbia,Washington
Grant,Washington
Grays Harbor,Washington
Island,Washington
Jefferson,Washington
King,Washington
Kitsap,Washington
Kittitas,Washington
Klickitat,Washington
Pierce,Washington
Skagit,Washington
Snohomish,Washington
Spokane,Washington
Thurston,Washington
Walla Walla,Washington
Whatcom,Washington
Yakima,Washington
Dane,Wisconsin
Fond du Lac,Wisconsin
Milwaukee,Wisconsin
Pierce,Wisconsin
Racine,Wisconsin
Sheboygan,Wisconsin
Waukesha,Wisconsin
Winnebago,Wisconsin
Fremont,Wyoming
Sheridan,Wyoming
Baldwin,Alabama
Elmore,Alabama
Jefferson,Alabama
Lee,Alabama
Limestone,Alabama
Montgomery,Alabama
Shelby,Alabama
Tuscaloosa,Alabama
Anchorage,Alaska
Graham,Arizona
Maricopa,Arizona
Pima,Arizona
Pinal,Arizona
Garland,Arkansas
Jefferson,Arkansas
Pulaski,Arkansas
Saline,Arkansas
Alameda,California
Contra Costa,California
Fresno,California
Humboldt,California
Los Angeles,California
Madera,California
Marin,California
Napa,California
Orange,California
Placer,California
Riverside,California
Sacramento,California
San Benito,California
San Bernardino,California
San Diego,California
San Francisco,California
San Joaquin,California
San Luis Obispo,California
San Mateo,California
Santa Barbara,California
Santa Clara,California
Santa Cruz,California
Shasta,California
Solano,California
Sonoma,California
Stanislaus,California
Tulare,California
Ventura,California
Yolo,California
Adams,Colorado
Arapahoe,Colorado
Boulder,Colorado
Clear Creek,Colorado
Denver,Colorado
Douglas,Colorado
Eagle,Colorado
El Paso,Colorado
Garfield,Colorado
Gunnison,Colorado
Jefferson,Colorado
Larimer,Colorado
Mesa,Colorado
Pitkin,Colorado
Pueblo,Colorado
Routt,Colorado
Summit,Colorado
Weld,Colorado
Fairfield,Connecticut
Hartford,Connecticut
Litchfield,Connecticut
New Haven,Connecticut
New Castle,Delaware
District of Columbia,District of Columbia
Alachua,Florida
Baker,Florida
Broward,Florida
Charlotte,Florida
Citrus,Florida
Clay,Florida
Collier,Florida
Duval,Florida
Hillsborough,Florida
Lee,Florida
Manatee,Florida
Miami-Dade,Florida
Nassau,Florida
Okaloosa,Florida
Orange,Florida
Osceola,Florida
Palm Beach,Florida
Pasco,Florida
Pinellas,Florida
Santa Rosa,Florida
Sarasota,Florida
Seminole,Florida
St. Johns,Florida
Volusia,Florida
Bartow,Georgia
Charlton,Georgia
Cherokee,Georgia
Clarke,Georgia
Clayton,Georgia
Cobb,Georgia
Coweta,Georgia
DeKalb,Georgia
Dougherty,Georgia
Fayette,Georgia
Floyd,Georgia
Fulton,Georgia
Gordon,Georgia
Gwinnett,Georgia
Henry,Georgia
Lee,Georgia
Lowndes,Georgia
Newton,Georgia
Polk,Georgia
Unknown,Guam
Honolulu,Hawaii
Kauai,Hawaii
Maui,Hawaii
Ada,Idaho
Blaine,Idaho
Teton,Idaho
Clinton,Illinois
Cook,Illinois
Cumberland,Illinois
DuPage,Illinois
Kane,Illinois
Lake,Illinois
McHenry,Illinois
Sangamon,Illinois
St. Clair,Illinois
Whiteside,Illinois
Winnebago,Illinois
Woodford,Illinois
Adams,Indiana
Boone,Indiana
Hamilton,Indiana
